Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold,profit,Profit_Margin,Month,Year,Days_Took_To_Ship
Mexico,Household,2014-06-11,986435210.0,CriticaLow,North America,Offline,2014-12-12,3494663.16,4647149.58,6954.0,1152486.42,24.799856345489097,June,2014,184 days
Federated States of Micronesia,Beverages,2014-10-28,217221009.0,CriticaLow,Australia and Oceania,Online,2014-11-15,298158.41,445033.55,9379.0,146875.14,33.00316122233931,October,2014,18 days
Laos,Vegetables,2011-09-15,789176547.0,CriticaLow,Asia,Offline,2011-10-23,339350.76,574951.92,3732.0,235601.16000000003,40.97754121770739,September,2011,38 days
Monaco,Baby Food,2012-05-29,688288152.0,High,Europe,Offline,2012-02-06,1373243.88,2198981.92,8614.0,825738.04,37.550924475086184,May,2012,-113 days
Samoa,Cosmetics,2013-07-20,670854651.0,High,Australia and Oceania,Online,2013-07-08,2542187.82,4220728.8,9654.0,1678540.98,39.76898444647758,July,2013,-12 days
Spain,Household,2012-10-21,213487374.0,Low,Europe,Offline,2012-11-30,2267963.02,3015902.51,4513.0,747939.4899999998,24.799856345489093,October,2012,40 days
Lebanon,Clothes,2012-09-18,663110148.0,Low,Middle East and North Africa,Online,2012-08-10,282562.56,861563.52,7884.0,579000.96,67.20351390922401,September,2012,-39 days
Iran,Cosmetics,2016-11-15,286959302.0,High,Middle East and North Africa,Online,2016-08-12,1708748.37,2836990.8,6489.0,1128242.4299999997,39.76898444647758,November,2016,-95 days
Zambia,Snacks,2011-04-01,122583663.0,Low,Sub-Saharan Africa,Online,2011-05-01,398042.4,623289.3,4085.0,225246.90000000002,36.13841918993315,April,2011,30 days
Kenya,Vegetables,2012-03-18,827844560.0,Low,Sub-Saharan Africa,Online,2012-07-04,587135.01,994765.42,6457.0,407630.41000000003,40.97754121770738,March,2012,108 days
Mexico,Personal Care,2012-02-17,430915820.0,Low,North America,Offline,2012-03-20,363934.74,524870.06,6422.0,160935.32000000007,30.661935641747224,February,2012,32 days
Sao Tome and Principe,Beverages,2011-01-16,180283772.0,CriticaLow,Sub-Saharan Africa,Offline,2011-01-21,280673.91,418936.05,8829.0,138262.14,33.00316122233931,January,2011,5 days
The Gambia,Baby Food,2014-03-02,494747245.0,Medium,Sub-Saharan Africa,Offline,2014-03-20,886215.78,1419101.52,5559.0,532885.74,37.55092447508618,March,2014,18 days
Kuwait,Fruits,2012-04-30,513417565.0,Medium,Middle East and North Africa,Online,2012-05-18,3612.24,4870.26,522.0,1258.0200000000004,25.830653804930343,April,2012,18 days
Slovenia,Beverages,2016-10-23,345718562.0,CriticaLow,Europe,Offline,2016-11-25,148141.4,221117.0,4660.0,72975.6,33.00316122233931,October,2016,33 days
Sierra Leone,Office Supplies,2016-06-12,621386563.0,High,Sub-Saharan Africa,Offline,2016-12-14,497662.08,617347.08,948.0,119684.99999999994,19.386987300563558,June,2016,185 days
Australia,Beverages,2014-07-07,240470397.0,High,Australia and Oceania,Offline,2014-11-07,298476.31,445508.05,9389.0,147031.74,33.00316122233931,July,2014,123 days
Azerbaijan,Office Supplies,2012-06-13,423331391.0,Medium,Middle East and North Africa,Online,2012-07-24,1060944.16,1316095.41,2021.0,255151.25,19.38698730056357,June,2012,41 days
Romania,Cosmetics,2010-11-26,660643374.0,High,Europe,Online,2010-12-25,2082940.3,3458252.0,7910.0,1375311.7,39.76898444647758,November,2010,29 days
Nicaragua,Beverages,2011-08-02,963392674.0,CriticaLow,Central America and the Caribbean,Offline,2011-03-21,259279.24,387002.2,8156.0,127722.96000000002,33.00316122233931,August,2011,-134 days
Mali,Clothes,2011-07-26,512878119.0,Medium,Sub-Saharan Africa,Online,2011-03-09,31825.92,97040.64,888.0,65214.72,67.20351390922401,July,2011,-139 days
Malaysia,Fruits,2011-11-11,810711038.0,Low,Asia,Offline,2011-12-28,43367.64,58471.11,6267.0,15103.470000000001,25.830653804930332,November,2011,47 days
Sierra Leone,Vegetables,2016-01-06,728815257.0,CriticaLow,Sub-Saharan Africa,Offline,2016-06-29,135031.05,228779.1,1485.0,93748.05000000002,40.97754121770739,January,2016,175 days
Mexico,Personal Care,2015-07-30,559427106.0,Medium,North America,Offline,2015-08-08,326815.89,471336.91,5767.0,144521.01999999996,30.661935641747213,July,2015,9 days
Mozambique,Household,2012-10-02,665095412.0,Low,Sub-Saharan Africa,Offline,2012-02-15,2697132.18,3586605.09,5367.0,889472.9099999997,24.79985634548909,October,2012,-230 days
Cote d'Ivoire,Clothes,2012-08-06,114606559.0,CriticaLow,Sub-Saharan Africa,Online,2012-06-27,124794.88,380512.96,3482.0,255718.08000000002,67.20351390922401,August,2012,-40 days
Fiji,Clothes,2010-06-30,647876489.0,CriticaLow,Australia and Oceania,Offline,2010-01-08,354995.2,1082418.4,9905.0,727423.2,67.20351390922401,June,2010,-173 days
Austria,Cosmetics,2015-02-23,868214595.0,High,Europe,Offline,2015-02-03,749700.51,1244708.4,2847.0,495007.8899999999,39.76898444647758,February,2015,-20 days
United Kingdom,Not Available,2012-05-01,955357205.0,Low,Europe,Online,2012-02-14,141716.28,188452.14,282.0,46735.860000000015,24.799856345489104,May,2012,-77 days
Djibouti,Cosmetics,2014-07-04,259353148.0,High,Sub-Saharan Africa,Offline,2014-04-19,1899925.95,3154398.0,7215.0,1254472.05,39.76898444647758,July,2014,-76 days
Australia,Cereal,2013-09-06,450563752.0,High,Australia and Oceania,Offline,2013-02-07,79869.02,140287.4,682.0,60418.37999999999,43.06757413709285,September,2013,-211 days
San Marino,Baby Food,2013-06-26,569662845.0,Low,Europe,Online,2013-01-07,757245.0,1212580.0,4750.0,455335.0,37.55092447508618,June,2013,-170 days
Cameroon,Office Supplies,2011-07-11,177636754.0,Medium,Sub-Saharan Africa,Online,2011-11-15,2896729.28,3593376.78,5518.0,696647.5,19.38698730056357,July,2011,127 days
Libya,Clothes,2010-10-30,705784308.0,High,Middle East and North Africa,Offline,2010-11-17,219197.44,668356.48,6116.0,449159.04,67.20351390922401,October,2010,18 days
Haiti,Cosmetics,2013-10-13,505716836.0,High,Central America and the Caribbean,Offline,2013-11-16,448977.65,745426.0,1705.0,296448.35,39.76898444647758,October,2013,34 days
Rwanda,Cosmetics,2013-11-10,699358165.0,High,Sub-Saharan Africa,Offline,2013-11-25,1178928.41,1957344.4,4477.0,778415.99,39.76898444647758,November,2013,15 days
Gabon,Personal Care,2012-08-07,228944623.0,Low,Sub-Saharan Africa,Offline,2012-09-07,490535.52,707454.88,8656.0,216919.36,30.661935641747213,August,2012,31 days
Belize,Clothes,2016-07-25,807025039.0,Medium,Central America and the Caribbean,Offline,2016-07-09,197048.32,600821.44,5498.0,403773.11999999994,67.20351390922401,July,2016,-16 days
Lithuania,Office Supplies,2010-10-24,166460740.0,High,Europe,Offline,2010-11-17,4350343.52,5396577.27,8287.0,1046233.75,19.38698730056357,October,2010,24 days
Madagascar,Clothes,2015-04-25,610425555.0,Low,Sub-Saharan Africa,Offline,2015-05-28,263137.28,802333.76,7342.0,539196.48,67.20351390922401,April,2015,33 days
Turkmenistan,Office Supplies,2013-04-23,462405812.0,Medium,Asia,Online,2013-05-20,2630049.6,3262562.1,5010.0,632512.5,19.386987300563565,April,2013,27 days
Libya,Fruits,2015-08-14,816200339.0,Low,Middle East and North Africa,Online,2015-09-30,4657.16,6279.09,673.0,1621.9300000000003,25.830653804930336,August,2015,47 days
Democratic Republic of the Congo,Beverages,2011-05-26,585920464.0,CriticaLow,Sub-Saharan Africa,Online,2011-07-15,182506.39,272410.45,5741.0,89904.06,33.0031612223393,May,2011,50 days
Djibouti,Cereal,2017-05-20,555990016.0,High,Sub-Saharan Africa,Online,2017-06-17,1013704.16,1780539.2,8656.0,766835.0399999999,43.06757413709285,May,2017,28 days
Pakistan,Cosmetics,2013-05-07,231145322.0,Low,Middle East and North Africa,Offline,2013-08-16,2604860.36,4324782.4,9892.0,1719922.0400000005,39.768984446477596,May,2013,101 days
Mexico,Household,2014-06-11,986435210.0,CriticaLow,North America,Offline,2014-12-12,3494663.16,4647149.58,6954.0,1152486.42,24.799856345489097,June,2014,184 days
Federated States of Micronesia,Beverages,2014-10-28,217221009.0,CriticaLow,Australia and Oceania,Online,2014-11-15,298158.41,445033.55,9379.0,146875.14,33.00316122233931,October,2014,18 days
Laos,Vegetables,2011-09-15,789176547.0,CriticaLow,Asia,Offline,2011-10-23,339350.76,574951.92,3732.0,235601.16000000003,40.97754121770739,September,2011,38 days
Monaco,Baby Food,2012-05-29,688288152.0,High,Europe,Offline,2012-02-06,1373243.88,2198981.92,8614.0,825738.04,37.550924475086184,May,2012,-113 days
Samoa,Cosmetics,2013-07-20,670854651.0,High,Australia and Oceania,Online,2013-07-08,2542187.82,4220728.8,9654.0,1678540.98,39.76898444647758,July,2013,-12 days
Spain,Household,2012-10-21,213487374.0,Low,Europe,Offline,2012-11-30,2267963.02,3015902.51,4513.0,747939.4899999998,24.799856345489093,October,2012,40 days
Lebanon,Clothes,2012-09-18,663110148.0,Low,Middle East and North Africa,Online,2012-08-10,282562.56,861563.52,7884.0,579000.96,67.20351390922401,September,2012,-39 days
Iran,Cosmetics,2016-11-15,286959302.0,High,Middle East and North Africa,Online,2016-08-12,1708748.37,2836990.8,6489.0,1128242.4299999997,39.76898444647758,November,2016,-95 days
Zambia,Snacks,2011-04-01,122583663.0,Low,Sub-Saharan Africa,Online,2011-05-01,398042.4,623289.3,4085.0,225246.90000000002,36.13841918993315,April,2011,30 days
Kenya,Vegetables,2012-03-18,827844560.0,Low,Sub-Saharan Africa,Online,2012-07-04,587135.01,994765.42,6457.0,407630.41000000003,40.97754121770738,March,2012,108 days
Mexico,Personal Care,2012-02-17,430915820.0,Low,North America,Offline,2012-03-20,363934.74,524870.06,6422.0,160935.32000000007,30.661935641747224,February,2012,32 days
Sao Tome and Principe,Beverages,2011-01-16,180283772.0,CriticaLow,Sub-Saharan Africa,Offline,2011-01-21,280673.91,418936.05,8829.0,138262.14,33.00316122233931,January,2011,5 days
The Gambia,Baby Food,2014-03-02,494747245.0,Medium,Sub-Saharan Africa,Offline,2014-03-20,886215.78,1419101.52,5559.0,532885.74,37.55092447508618,March,2014,18 days
Kuwait,Fruits,2012-04-30,513417565.0,Medium,Middle East and North Africa,Online,2012-05-18,3612.24,4870.26,522.0,1258.0200000000004,25.830653804930343,April,2012,18 days
Slovenia,Beverages,2016-10-23,345718562.0,CriticaLow,Europe,Offline,2016-11-25,148141.4,221117.0,4660.0,72975.6,33.00316122233931,October,2016,33 days
Sierra Leone,Office Supplies,2016-06-12,621386563.0,High,Sub-Saharan Africa,Offline,2016-12-14,497662.08,617347.08,948.0,119684.99999999994,19.386987300563558,June,2016,185 days
Australia,Beverages,2014-07-07,240470397.0,High,Australia and Oceania,Offline,2014-11-07,298476.31,445508.05,9389.0,147031.74,33.00316122233931,July,2014,123 days
Azerbaijan,Office Supplies,2012-06-13,423331391.0,Medium,Middle East and North Africa,Online,2012-07-24,1060944.16,1316095.41,2021.0,255151.25,19.38698730056357,June,2012,41 days
Romania,Cosmetics,2010-11-26,660643374.0,High,Europe,Online,2010-12-25,2082940.3,3458252.0,7910.0,1375311.7,39.76898444647758,November,2010,29 days
Nicaragua,Beverages,2011-08-02,963392674.0,CriticaLow,Central America and the Caribbean,Offline,2011-03-21,259279.24,387002.2,8156.0,127722.96000000002,33.00316122233931,August,2011,-134 days
Mali,Clothes,2011-07-26,512878119.0,Medium,Sub-Saharan Africa,Online,2011-03-09,31825.92,97040.64,888.0,65214.72,67.20351390922401,July,2011,-139 days
Malaysia,Fruits,2011-11-11,810711038.0,Low,Asia,Offline,2011-12-28,43367.64,58471.11,6267.0,15103.470000000001,25.830653804930332,November,2011,47 days
Sierra Leone,Vegetables,2016-01-06,728815257.0,CriticaLow,Sub-Saharan Africa,Offline,2016-06-29,135031.05,228779.1,1485.0,93748.05000000002,40.97754121770739,January,2016,175 days
Mexico,Personal Care,2015-07-30,559427106.0,Medium,North America,Offline,2015-08-08,326815.89,471336.91,5767.0,144521.01999999996,30.661935641747213,July,2015,9 days
Mozambique,Household,2012-10-02,665095412.0,Low,Sub-Saharan Africa,Offline,2012-02-15,2697132.18,3586605.09,5367.0,889472.9099999997,24.79985634548909,October,2012,-230 days
Cote d'Ivoire,Clothes,2012-08-06,114606559.0,CriticaLow,Sub-Saharan Africa,Online,2012-06-27,124794.88,380512.96,3482.0,255718.08000000002,67.20351390922401,August,2012,-40 days
Fiji,Clothes,2010-06-30,647876489.0,CriticaLow,Australia and Oceania,Offline,2010-01-08,354995.2,1082418.4,9905.0,727423.2,67.20351390922401,June,2010,-173 days
Austria,Cosmetics,2015-02-23,868214595.0,High,Europe,Offline,2015-02-03,749700.51,1244708.4,2847.0,495007.8899999999,39.76898444647758,February,2015,-20 days
United Kingdom,Not Available,2012-05-01,955357205.0,Low,Europe,Online,2012-02-14,141716.28,188452.14,282.0,46735.860000000015,24.799856345489104,May,2012,-77 days
Djibouti,Cosmetics,2014-07-04,259353148.0,High,Sub-Saharan Africa,Offline,2014-04-19,1899925.95,3154398.0,7215.0,1254472.05,39.76898444647758,July,2014,-76 days
Australia,Cereal,2013-09-06,450563752.0,High,Australia and Oceania,Offline,2013-02-07,79869.02,140287.4,682.0,60418.37999999999,43.06757413709285,September,2013,-211 days
San Marino,Baby Food,2013-06-26,569662845.0,Low,Europe,Online,2013-01-07,757245.0,1212580.0,4750.0,455335.0,37.55092447508618,June,2013,-170 days
Cameroon,Office Supplies,2011-07-11,177636754.0,Medium,Sub-Saharan Africa,Online,2011-11-15,2896729.28,3593376.78,5518.0,696647.5,19.38698730056357,July,2011,127 days
Libya,Clothes,2010-10-30,705784308.0,High,Middle East and North Africa,Offline,2010-11-17,219197.44,668356.48,6116.0,449159.04,67.20351390922401,October,2010,18 days
Haiti,Cosmetics,2013-10-13,505716836.0,High,Central America and the Caribbean,Offline,2013-11-16,448977.65,745426.0,1705.0,296448.35,39.76898444647758,October,2013,34 days
Rwanda,Cosmetics,2013-11-10,699358165.0,High,Sub-Saharan Africa,Offline,2013-11-25,1178928.41,1957344.4,4477.0,778415.99,39.76898444647758,November,2013,15 days
Gabon,Personal Care,2012-08-07,228944623.0,Low,Sub-Saharan Africa,Offline,2012-09-07,490535.52,707454.88,8656.0,216919.36,30.661935641747213,August,2012,31 days
Belize,Clothes,2016-07-25,807025039.0,Medium,Central America and the Caribbean,Offline,2016-07-09,197048.32,600821.44,5498.0,403773.11999999994,67.20351390922401,July,2016,-16 days
Lithuania,Office Supplies,2010-10-24,166460740.0,High,Europe,Offline,2010-11-17,4350343.52,5396577.27,8287.0,1046233.75,19.38698730056357,October,2010,24 days
Madagascar,Clothes,2015-04-25,610425555.0,Low,Sub-Saharan Africa,Offline,2015-05-28,263137.28,802333.76,7342.0,539196.48,67.20351390922401,April,2015,33 days
Turkmenistan,Office Supplies,2013-04-23,462405812.0,Medium,Asia,Online,2013-05-20,2630049.6,3262562.1,5010.0,632512.5,19.386987300563565,April,2013,27 days
Libya,Fruits,2015-08-14,816200339.0,Low,Middle East and North Africa,Online,2015-09-30,4657.16,6279.09,673.0,1621.9300000000003,25.830653804930336,August,2015,47 days
Democratic Republic of the Congo,Beverages,2011-05-26,585920464.0,CriticaLow,Sub-Saharan Africa,Online,2011-07-15,182506.39,272410.45,5741.0,89904.06,33.0031612223393,May,2011,50 days
Djibouti,Cereal,2017-05-20,555990016.0,High,Sub-Saharan Africa,Online,2017-06-17,1013704.16,1780539.2,8656.0,766835.0399999999,43.06757413709285,May,2017,28 days
Pakistan,Cosmetics,2013-05-07,231145322.0,Low,Middle East and North Africa,Offline,2013-08-16,2604860.36,4324782.4,9892.0,1719922.0400000005,39.768984446477596,May,2013,101 days
Mexico,Household,2014-06-11,986435210.0,CriticaLow,North America,Offline,2014-12-12,3494663.16,4647149.58,6954.0,1152486.42,24.799856345489097,June,2014,184 days
Federated States of Micronesia,Beverages,2014-10-28,217221009.0,CriticaLow,Australia and Oceania,Online,2014-11-15,298158.41,445033.55,9379.0,146875.14,33.00316122233931,October,2014,18 days
Laos,Vegetables,2011-09-15,789176547.0,CriticaLow,Asia,Offline,2011-10-23,339350.76,574951.92,3732.0,235601.16000000003,40.97754121770739,September,2011,38 days
Monaco,Baby Food,2012-05-29,688288152.0,High,Europe,Offline,2012-02-06,1373243.88,2198981.92,8614.0,825738.04,37.550924475086184,May,2012,-113 days
Samoa,Cosmetics,2013-07-20,670854651.0,High,Australia and Oceania,Online,2013-07-08,2542187.82,4220728.8,9654.0,1678540.98,39.76898444647758,July,2013,-12 days
Spain,Household,2012-10-21,213487374.0,Low,Europe,Offline,2012-11-30,2267963.02,3015902.51,4513.0,747939.4899999998,24.799856345489093,October,2012,40 days
Lebanon,Clothes,2012-09-18,663110148.0,Low,Middle East and North Africa,Online,2012-08-10,282562.56,861563.52,7884.0,579000.96,67.20351390922401,September,2012,-39 days
Iran,Cosmetics,2016-11-15,286959302.0,High,Middle East and North Africa,Online,2016-08-12,1708748.37,2836990.8,6489.0,1128242.4299999997,39.76898444647758,November,2016,-95 days
Zambia,Snacks,2011-04-01,122583663.0,Low,Sub-Saharan Africa,Online,2011-05-01,398042.4,623289.3,4085.0,225246.90000000002,36.13841918993315,April,2011,30 days
Kenya,Vegetables,2012-03-18,827844560.0,Low,Sub-Saharan Africa,Online,2012-07-04,587135.01,994765.42,6457.0,407630.41000000003,40.97754121770738,March,2012,108 days
Mexico,Personal Care,2012-02-17,430915820.0,Low,North America,Offline,2012-03-20,363934.74,524870.06,6422.0,160935.32000000007,30.661935641747224,February,2012,32 days
Sao Tome and Principe,Beverages,2011-01-16,180283772.0,CriticaLow,Sub-Saharan Africa,Offline,2011-01-21,280673.91,418936.05,8829.0,138262.14,33.00316122233931,January,2011,5 days
The Gambia,Baby Food,2014-03-02,494747245.0,Medium,Sub-Saharan Africa,Offline,2014-03-20,886215.78,1419101.52,5559.0,532885.74,37.55092447508618,March,2014,18 days
Kuwait,Fruits,2012-04-30,513417565.0,Medium,Middle East and North Africa,Online,2012-05-18,3612.24,4870.26,522.0,1258.0200000000004,25.830653804930343,April,2012,18 days
Slovenia,Beverages,2016-10-23,345718562.0,CriticaLow,Europe,Offline,2016-11-25,148141.4,221117.0,4660.0,72975.6,33.00316122233931,October,2016,33 days
Sierra Leone,Office Supplies,2016-06-12,621386563.0,High,Sub-Saharan Africa,Offline,2016-12-14,497662.08,617347.08,948.0,119684.99999999994,19.386987300563558,June,2016,185 days
Australia,Beverages,2014-07-07,240470397.0,High,Australia and Oceania,Offline,2014-11-07,298476.31,445508.05,9389.0,147031.74,33.00316122233931,July,2014,123 days
Azerbaijan,Office Supplies,2012-06-13,423331391.0,Medium,Middle East and North Africa,Online,2012-07-24,1060944.16,1316095.41,2021.0,255151.25,19.38698730056357,June,2012,41 days
Romania,Cosmetics,2010-11-26,660643374.0,High,Europe,Online,2010-12-25,2082940.3,3458252.0,7910.0,1375311.7,39.76898444647758,November,2010,29 days
Nicaragua,Beverages,2011-08-02,963392674.0,CriticaLow,Central America and the Caribbean,Offline,2011-03-21,259279.24,387002.2,8156.0,127722.96000000002,33.00316122233931,August,2011,-134 days
Mali,Clothes,2011-07-26,512878119.0,Medium,Sub-Saharan Africa,Online,2011-03-09,31825.92,97040.64,888.0,65214.72,67.20351390922401,July,2011,-139 days
Malaysia,Fruits,2011-11-11,810711038.0,Low,Asia,Offline,2011-12-28,43367.64,58471.11,6267.0,15103.470000000001,25.830653804930332,November,2011,47 days
Sierra Leone,Vegetables,2016-01-06,728815257.0,CriticaLow,Sub-Saharan Africa,Offline,2016-06-29,135031.05,228779.1,1485.0,93748.05000000002,40.97754121770739,January,2016,175 days
Mexico,Personal Care,2015-07-30,559427106.0,Medium,North America,Offline,2015-08-08,326815.89,471336.91,5767.0,144521.01999999996,30.661935641747213,July,2015,9 days
Mozambique,Household,2012-10-02,665095412.0,Low,Sub-Saharan Africa,Offline,2012-02-15,2697132.18,3586605.09,5367.0,889472.9099999997,24.79985634548909,October,2012,-230 days
Tuvalu,Baby Food,2010-05-28,669165933.0,High,Australia and Oceania,Offline,2010-06-27,1582243.5,2533654.0,9925.0,951410.5,37.55092447508618,May,2010,30 days
Grenada,Cereal,2012-08-22,963881480.0,CriticaLow,Central America and the Caribbean,Online,2012-09-15,328376.44,576782.8,2804.0,248406.36000000004,43.067574137092855,August,2012,24 days
Russia,Office Supplies,2014-02-05,341417157.0,Low,Europe,Offline,2014-08-05,933903.84,1158502.59,1779.0,224598.75000000012,19.386987300563575,February,2014,181 days
Sao Tome and Principe,Fruits,2014-06-20,514321792.0,CriticaLow,Sub-Saharan Africa,Online,2014-05-07,56065.84,75591.66,8102.0,19525.820000000007,25.830653804930343,June,2014,-44 days
Rwanda,Office Supplies,2013-01-02,115456712.0,Low,Sub-Saharan Africa,Offline,2013-06-02,2657347.52,3296425.02,5062.0,639077.5,19.386987300563565,January,2013,151 days
Solomon Islands,Baby Food,2015-04-02,547995746.0,CriticaLow,Australia and Oceania,Online,2015-02-21,474115.08,759202.72,2974.0,285087.63999999996,37.55092447508618,April,2015,-40 days
Angola,Household,2011-04-23,135425221.0,Medium,India,Offline,2011-04-27,2104134.98,2798046.49,4187.0,693911.5100000002,24.799856345489104,April,2011,4 days
Burkina Faso,Not Available,2012-07-17,871543967.0,High,Sub-Saharan Africa,Online,2012-07-27,734896.26,1245112.92,8082.0,510216.6599999999,40.97754121770738,July,2012,10 days
Republic of the Congo,Personal Care,2015-07-14,770463311.0,Medium,Sub-Saharan Africa,Offline,2015-08-25,343986.9,496101.1,6070.0,152114.19999999995,30.661935641747206,July,2015,42 days
Senegal,Cereal,2014-04-18,616607081.0,High,India,Online,2014-05-30,772106.23,1356180.1,6593.0,584073.8700000001,43.067574137092855,April,2014,42 days
Kyrgyzstan,Vegetables,2011-06-24,814711606.0,High,Asia,Online,2011-12-07,11275.32,19103.44,124.0,7828.119999999999,40.97754121770738,June,2011,166 days
Cape Verde,Clothes,2014-02-08,939825713.0,High,Sub-Saharan Africa,Offline,2014-08-19,149381.12,455479.04,4168.0,306097.92,67.20351390922401,February,2014,192 days
Bangladesh,Clothes,2017-01-13,187310731.0,Low,Asia,Online,2017-01-03,296145.92,902980.64,8263.0,606834.72,67.20351390922401,January,2017,-10 days
Honduras,Household,2017-08-02,522840487.0,High,Central America and the Caribbean,Offline,2017-02-13,4509793.96,5997054.98,8974.0,1487261.0200000005,24.799856345489104,August,2017,-170 days
Mongolia,Personal Care,2014-02-19,832401311.0,CriticaLow,Asia,Offline,2014-02-23,277739.67,400558.73,4901.0,122819.06,30.661935641747217,February,2014,4 days
Bulgaria,Clothes,2012-04-23,972292029.0,Medium,Europe,Online,2012-03-06,59960.32,182825.44,1673.0,122865.12,67.20351390922401,April,2012,-48 days
Sri Lanka,Cosmetics,2016-11-19,419123971.0,Medium,Asia,Offline,2016-12-18,1830670.16,3039414.4,6952.0,1208744.24,39.76898444647758,November,2016,29 days
Cameroon,Beverages,2015-01-04,519820964.0,CriticaLow,Sub-Saharan Africa,Offline,2015-04-18,172619.7,257653.5,5430.0,85033.79999999999,33.0031612223393,January,2015,104 days
Turkmenistan,Household,2010-12-30,441619336.0,Low,Asia,Offline,2011-01-20,1924728.2,2559474.1,3830.0,634745.9000000001,24.7998563454891,December,2010,21 days
East Timor,Not Available,2012-07-31,322067916.0,Low,Australia and Oceania,Online,2012-11-09,2154588.52,2492526.12,5908.0,337937.6000000001,13.558036455000122,July,2012,101 days
Norway,Baby Food,2014-05-14,819028031.0,Low,Europe,Online,2014-06-28,1187679.0,1901836.0,7450.0,714157.0,37.55092447508618,May,2014,45 days
Portugal,Baby Food,2015-07-31,860673511.0,High,Europe,Online,2015-03-09,202941.66,324971.44,1273.0,122029.78,37.55092447508618,July,2015,-144 days
Honduras,Snacks,2016-06-30,795490682.0,Low,Central America and the Caribbean,Online,2016-07-26,216804.0,339490.5,2225.0,122686.5,36.13841918993315,June,2016,26 days
New Zealand,Fruits,2014-08-09,142278373.0,High,Australia and Oceania,Online,2014-04-10,15134.04,20404.71,2187.0,5270.669999999998,25.830653804930325,August,2014,-121 days
Moldova,Personal Care,2016-07-05,740147912.0,Low,Europe,Online,2016-10-05,287316.9,414371.1,5070.0,127054.19999999995,30.661935641747206,July,2016,92 days
France,Cosmetics,2017-05-22,898523128.0,High,Europe,Online,2017-05-06,477943.95,793518.0,1815.0,315574.05,39.76898444647758,May,2017,-16 days
Kiribati,Fruits,2014-10-13,347140347.0,Medium,Australia and Oceania,Online,2014-10-11,37354.16,50363.34,5398.0,13009.179999999993,25.83065380493032,October,2014,-2 days
Mali,Fruits,2010-07-05,686048400.0,Low,Sub-Saharan Africa,Online,2010-10-05,40288.24,54319.26,5822.0,14031.020000000004,25.830653804930336,July,2010,92 days
Norway,Beverages,2014-07-18,435608613.0,CriticaLow,Europe,Offline,2014-07-30,162891.96,243133.8,5124.0,80241.84,33.00316122233931,July,2014,12 days
The Gambia,Household,2012-05-26,886494815.0,Low,Sub-Saharan Africa,Offline,2012-09-06,1191019.8,1583799.9,2370.0,392780.09999999986,24.79985634548909,May,2012,103 days
Switzerland,Cosmetics,2012-09-17,249693334.0,Medium,Europe,Offline,2012-10-20,2280701.13,3786589.2,8661.0,1505888.0700000003,39.76898444647759,September,2012,33 days
South Sudan,Personal Care,2013-12-29,406502997.0,CriticaLow,Sub-Saharan Africa,Offline,2014-01-28,120423.75,173676.25,2125.0,53252.5,30.661935641747217,December,2013,30 days
Australia,Office Supplies,2015-10-27,158535134.0,CriticaLow,Australia and Oceania,Online,2015-11-25,1534983.04,1904138.04,2924.0,369155.0,19.386987300563565,October,2015,29 days
Myanmar,Household,2015-01-16,177713572.0,High,Asia,Offline,2015-01-03,4145955.0,5513227.5,8250.0,1367272.5,24.7998563454891,January,2015,-13 days
Djibouti,Snacks,2017-02-25,756274640.0,Medium,Sub-Saharan Africa,Online,2017-02-25,713942.88,1117953.66,7327.0,404010.7799999999,36.138419189933146,February,2017,0 days
Costa Rica,Personal Care,2017-08-05,456767165.0,Low,Central America and the Caribbean,Offline,2017-05-21,363198.03,523807.57,6409.0,160609.53999999998,30.661935641747213,August,2017,-76 days
Syria,Fruits,2011-11-22,162052476.0,Low,Middle East and North Africa,Online,2011-03-12,26185.28,35304.72,3784.0,9119.440000000002,25.830653804930336,November,2011,-255 days
The Gambia,Meat,2017-01-14,825304400.0,Medium,Sub-Saharan Africa,Online,2017-01-23,1738477.23,2011149.63,4767.0,272672.3999999999,13.558036455000114,January,2017,9 days
Brunei,Office Supplies,2012-01-04,320009267.0,Low,Asia,Online,2012-08-05,3521431.68,4368316.68,6708.0,846884.9999999995,19.386987300563558,January,2012,214 days
Bulgaria,Office Supplies,2012-02-16,189965903.0,Medium,Europe,Online,2012-02-28,2093015.52,2596374.27,3987.0,503358.75,19.386987300563565,February,2012,12 days
Niger,Personal Care,2017-11-03,699285638.0,High,Sub-Saharan Africa,Online,2017-03-28,170860.05,246415.95,3015.0,75555.90000000002,30.661935641747224,November,2017,-220 days
Azerbaijan,Cosmetics,2010-06-02,382392299.0,Medium,Middle East and North Africa,Online,2010-02-25,1904929.22,3162704.8,7234.0,1257775.5799999998,39.76898444647758,June,2010,-97 days
The Gambia,Cereal,2012-07-06,994022214.0,High,Sub-Saharan Africa,Offline,2012-08-06,247921.87,435466.9,2117.0,187545.03000000003,43.067574137092855,July,2012,31 days
Slovakia,Vegetables,2012-06-10,759224212.0,High,Europe,Online,2012-10-11,15549.03,26344.26,171.0,10795.229999999998,40.97754121770738,June,2012,123 days
Myanmar,Clothes,2015-11-14,223359620.0,High,Asia,Online,2015-11-18,212531.2,648030.4,5930.0,435499.2,67.20351390922401,November,2015,4 days
